freq|lang|isSpecial|baseTerm|hasPlural|hasPossessive|baseFreq|pluralFreq|possessiveFreq
15|EN|0|variation|s||0|15|0
15|PI|1|vāsiṭṭha|s||0|15|0
15|EN|0|veneration|||15|0|0
15|EN|0|waiting|||15|0|0
15|EN|0|waking|||15|0|0
15|EN|0|wasting|||15|0|0
15|EN|0|we'll|||15|0|0
15|EN|0|wholly|||15|0|0
15|EN|0|worse|||15|0|0
14|EN|0|activate|s||0|14|0
14|EN|0|addressing|||14|0|0
14|EN|0|anguish|||14|0|0
14|EN|0|austerity|||14|0|0
14|EN|0|barely|||14|0|0
14|EN|0|basket|||14|0|0
14|2E|0|bathman||'s|7|0|7
14|EN|0|beam|s||7|7|0
14|EN|0|beaten|||14|0|0
14|EN|0|beating|s||13|1|0
14|EN|0|beforehand|||14|0|0
14|PI|1|bimbisāra|||14|0|0
14|EN|0|blaze|s||5|9|0
14|EN|0|brightness|||14|0|0
14|EN|0|brooding|||14|0|0
14|EN|0|bucket|s||6|8|0
14|EN|0|carrie|s||0|14|0
14|EN|0|casting|||14|0|0
14|EN|0|central|||14|0|0
14|EN|0|classification|s||7|7|0
14|EN|0|compelling|||14|0|0
14|EN|0|comrade|s||1|13|0
14|EN|0|consideration|s||9|5|0
14|EN|0|considering|||14|0|0
14|EN|0|counteract|||14|0|0
14|EN|0|cream|s||0|14|0
14|EN|0|crookedness|||14|0|0
14|PI|0|cundaka|||14|0|0
14|EN|0|cycle|||14|0|0
14|EN|0|damaging|||14|0|0
14|EN|0|deception|s||13|1|0
14|EN|0|destroyer|||14|0|0
14|EN|0|devote|s||11|3|0
14|EN|0|disclose|s||10|4|0
14|EN|0|displeased|||14|0|0
14|EN|0|embryo|||14|0|0
14|EN|0|envious|||14|0|0
14|EN|0|essential|||14|0|0
14|EN|0|executioner|s|'s|6|6|2
14|EN|0|exerting|||14|0|0
14|EN|0|exultant|||14|0|0
14|EN|0|fifteenth|||14|0|0
14|EN|0|finish|||14|0|0
14|EN|0|fixed|||14|0|0
14|EN|0|flee|s||13|1|0
14|EN|0|formlessness|||14|0|0
14|EN|0|garment|s||0|14|0
14|EN|0|gladdening|||14|0|0
14|EN|0|grabbed|||14|0|0
14|EN|0|grand|||14|0|0
14|EN|0|grew|||14|0|0
14|EN|0|handle|||14|0|0
14|EN|0|harmoniously|||14|0|0
14|EN|0|he'd|||14|0|0
14|EN|0|hill|s||12|2|0
14|EN|0|incompetent|||14|0|0
14|EN|0|intend|s||10|4|0
14|EN|0|invitation|s||12|2|0
14|PI|1|kāmabhū||'s|4|0|10
14|EN|0|lesser|||14|0|0
14|EN|0|lifetime|s||6|8|0
14|EN|0|load|s||13|1|0
14|EN|0|lot|s||12|2|0
14|EN|0|merciful|||14|0|0
14|EN|0|moved|||14|0|0
14|EN|0|mud|||14|0|0
14|EN|0|murderous|||14|0|0
14|PI|1|nādikā|||14|0|0
14|EN|0|overly|||14|0|0
14|PI|0|pakudha|||14|0|0
14|EN|0|panic|||14|0|0
14|PI|1|pāvāla|||14|0|0
14|EN|0|permeating|||14|0|0
14|EN|0|pierce|s||13|1|0
14|EN|0|pin|s||13|1|0
14|EN|0|pitch|||14|0|0
14|EN|0|playing|||14|0|0
14|EN|0|plenty|||14|0|0
14|EN|0|preceptor|||14|0|0
14|EN|0|punishment|s||10|4|0
14|EN|0|quake|s||8|6|0
14|EN|0|quotation|s||3|11|0
14|PI|1|rādha|||14|0|0
14|EN|0|ram|s||5|9|0
14|EN|0|rearise|s||2|12|0
14|EN|0|reliable|||14|0|0
14|EN|0|renouncing|||14|0|0
14|EN|0|rowdy|||14|0|0
14|EN|0|rushes|||14|0|0
14|EN|0|seep|s||13|1|0
14|EN|0|separating|||14|0|0
14|EN|0|separation|||14|0|0
14|EN|0|shaft|||14|0|0
14|EN|0|shopkeeper|||14|0|0
14|EN|0|situation|s||12|2|0
14|EN|0|society|||14|0|0
14|EN|0|sorrowless|||14|0|0
14|EN|0|sow|s||13|1|0
14|EN|0|splitting|||14|0|0
14|EN|0|stingy|||14|0|0
14|EN|0|strand|s||0|14|0
14|EN|0|stressfulness|||14|0|0
14|EN|0|stretches|||14|0|0
14|EN|0|strung|||14|0|0
14|EN|0|threatened|||14|0|0
14|PI|1|thullakoṭṭhita|||14|0|0
14|EN|0|track|s||10|4|0
14|EN|0|transgress|||14|0|0
14|EN|0|tremble|s||11|3|0
14|EN|0|triple|||14|0|0
14|PI|0|udaya||'s|13|0|1
14|EN|0|uncentered|||14|0|0
14|EN|0|unconcerned|||14|0|0
14|EN|0|undisclosed|||14|0|0
14|EN|0|unrefuted|||14|0|0
14|EN|0|unshakeable|||14|0|0
14|EN|0|unshaken|||14|0|0
14|EN|0|untrue|||14|0|0
14|PI|0|upasena||'s|10|0|4
14|EN|0|urging|||14|0|0
14|EN|0|vacillation|||14|0|0
14|EN|0|varied|||14|0|0
14|EN|0|variety|||14|0|0
14|PI|1|velaṭṭhaputta||'s|13|0|1
14|EN|0|willed|||14|0|0
14|EN|0|yield|s||2|12|0
13|EN|0|absent|||13|0|0
13|EN|0|absolutely|||13|0|0
13|EN|0|according|||13|0|0
13|EN|0|accumulation|s||11|2|0
13|EN|0|adopting|||13|0|0
13|EN|0|adorned|||13|0|0
13|EN|0|ah|||13|0|0
13|2E|0|almsround|||13|0|0
13|EN|0|alter|s||5|8|0
13|EN|0|amassed|||13|0|0
13|EN|0|apprehensive|||13|0|0
13|EN|0|attractive|||13|0|0
13|EN|0|backsliding|||13|0|0
13|EN|0|bet|||13|0|0
13|PI|0|bhaggas|||13|0|0
13|EN|0|bloody|||13|0|0
13|EN|0|breakthrough|||13|0|0
13|PI|1|campā|||13|0|0
13|EN|0|care|||13|0|0
13|EN|0|cemeteries|||13|0|0
13|EN|0|chaff|||13|0|0
13|EN|0|chained|||13|0|0
13|EN|0|circumscribed|||13|0|0
13|EN|0|companionship|||13|0|0
13|EN|0|concentrate|s||2|11|0
13|EN|0|converge|||13|0|0
13|EN|0|converting|||13|0|0
13|EN|0|copper|||13|0|0
13|EN|0|corruption|s||3|10|0
13|PI|1|dāsaka|||13|0|0
13|EN|0|defile|s||11|2|0
13|EN|0|deft|||13|0|0
13|EN|0|dependencies|||13|0|0
13|EN|0|descend|s||6|7|0
13|EN|0|designation|s||12|1|0
13|EN|0|destroying|||13|0|0
13|EN|0|determine|s||4|9|0
13|2E|0|discernable|||13|0|0
13|EN|0|driver||'s|6|0|7
13|EN|0|enterer|s||12|1|0
13|EN|0|example|||13|0|0
13|EN|0|exception|||13|0|0
13|EN|0|explicate|||13|0|0
13|EN|0|exploration|s||4|9|0
13|EN|0|exterminated|||13|0|0
13|EN|0|fate|||13|0|0
13|EN|0|fearless|||13|0|0
13|EN|0|fortuitously|||13|0|0
13|EN|0|goldsmith||'s|7|0|6
13|EN|0|greet|||13|0|0
13|EN|0|hardship|||13|0|0
13|EN|0|hateful|||13|0|0
13|EN|0|hemp|||13|0|0
13|EN|0|himalaya|s||0|13|0
13|EN|0|hostile|||13|0|0
13|EN|0|inappropriately|||13|0|0
13|EN|0|inclination|s||8|5|0
13|EN|0|inscription|s||12|1|0
13|EN|0|inspire|s||10|3|0
13|EN|0|insulted|||13|0|0
13|2P|0|jain|s||8|5|0
13|PI|1|jāṇussoṇin|||13|0|0
13|EN|0|jumping|||13|0|0
13|EN|0|junior|||13|0|0
13|PI|1|kaccāyana||'s|12|0|1
13|PI|0|kesakambalin||'s|12|0|1
13|PI|0|khema|||13|0|0
13|EN|0|leaning|||13|0|0
13|EN|0|lifted|||13|0|0
13|EN|0|lightning|||13|0|0
13|EN|0|liver|||13|0|0
13|EN|0|logic|||13|0|0
13|EN|0|lung|s||0|13|0
13|PI|1|mahāpajāpati|||13|0|0
13|EN|0|malicious|||13|0|0
13|EN|0|maturity|||13|0|0
13|EN|0|maybe|||13|0|0
13|EN|0|mendicant|s||7|6|0
13|EN|0|miserly|||13|0|0
13|EN|0|moderate|||13|0|0
13|PI|0|nibbuti|||13|0|0
13|EN|0|nurse|s||12|1|0
13|EN|0|obscured|||13|0|0
13|EN|0|obstructive|||13|0|0
13|EN|0|peerless|||13|0|0
13|EN|0|positioned|||13|0|0
13|EN|0|presented|||13|0|0
13|EN|0|professional|||13|0|0
13|EN|0|proficiency|||13|0|0
13|EN|0|profitable|||13|0|0
13|PI|0|pukkusa|||13|0|0
13|EN|0|quietude|||13|0|0
13|EN|0|rafter|s||2|11|0
13|EN|0|raise|||13|0|0
13|EN|0|rather|||13|0|0
13|EN|0|recovery|||13|0|0
13|EN|0|rejecting|||13|0|0
13|EN|0|relaxing|||13|0|0
13|EN|0|remind|s||1|12|0
13|EN|0|repellent|||13|0|0
13|EN|0|ripened|||13|0|0
13|EN|0|rotting|||13|0|0
13|EN|0|saddened|||13|0|0
13|EN|0|safeguard|s||7|6|0
13|EN|0|seamstress|||13|0|0
13|PI|0|seniya|||13|0|0
13|EN|0|sent|||13|0|0
13|EN|0|sheer|||13|0|0
13|PI|1|sikhī|||13|0|0
13|PI|1|sirivaḍḍha||'s|11|0|2
13|EN|0|slavery|||13|0|0
13|EN|0|smith|s|'s|5|6|2
13|PI|1|somā|||13|0|0
13|EN|0|spleen|||13|0|0
13|EN|0|sprinkling|||13|0|0
13|EN|0|stir|||13|0|0
13|EN|0|strife|||13|0|0
13|EN|0|suffused|||13|0|0
13|EN|0|synonym|||13|0|0
13|EN|0|tender|||13|0|0
13|EN|0|thread|s||11|2|0
13|EN|0|throat|s||12|1|0
13|PI|0|tusita|s||12|1|0
13|EN|0|unaroused|||13|0|0
13|EN|0|unborn|||13|0|0
13|EN|0|uncelibacy|||13|0|0
13|EN|0|unconquered|||13|0|0
13|EN|0|uprooting|||13|0|0
13|EN|0|upside|||13|0|0
13|PI|1|vibhaṅga|||13|0|0
13|EN|0|victorious|||13|0|0
13|EN|0|war|||13|0|0
13|EN|0|watches|||13|0|0
13|EN|0|you'll|||13|0|0
12|EN|0|actor|s||9|3|0
12|PI|1|ājīvaka|s||9|3|0
12|EN|0|alighted|||12|0|0
12|EN|0|ancestral|||12|0|0
12|EN|0|annoy|||12|0|0
12|EN|0|asking|||12|0|0
12|EN|0|aspiration|s||11|1|0
12|EN|0|assembled|||12|0|0
12|EN|0|attacking|||12|0|0
12|PI|1|bhesakaḷā|||12|0|0
12|EN|0|blindness|||12|0|0
12|EN|0|boil|s||9|3|0
12|EN|0|boiling|||12|0|0
12|EN|0|breadfruit|||12|0|0
12|EN|0|bridge|||12|0|0
12|EN|0|brood|s||8|4|0
12|EN|0|brow|s||10|2|0
12|EN|0|bulk|||12|0|0
12|EN|0|carrier|||12|0|0
12|EN|0|carve|||12|0|0
12|EN|0|cat|s|'s|7|1|4
12|EN|0|categorically|||12|0|0
12|EN|0|censured|||12|0|0
12|EN|0|center|||12|0|0
12|EN|0|chant|s||5|7|0
12|EN|0|clarity|||12|0|0
12|EN|0|clash|||12|0|0
12|EN|0|collected|||12|0|0
12|EN|0|commodities|||12|0|0
12|EN|0|comparison|||12|0|0
12|EN|0|concomitant|s||8|4|0
12|EN|0|contemplate|s||5|7|0
12|EN|0|continuance|||12|0|0
12|EN|0|convenience|||12|0|0
12|EN|0|convention|s||4|8|0
12|EN|0|convert|s||8|4|0
12|EN|0|convince|||12|0|0
12|EN|0|cook|s||7|5|0
12|EN|0|cover|s||4|8|0
12|EN|0|cup|||12|0|0
12|EN|0|cushion|s||2|10|0
12|PI|0|dabba|||12|0|0
12|EN|0|decision|s||7|5|0
12|EN|0|delicacy|||12|0|0
12|EN|0|delirious|||12|0|0
12|EN|0|departure|||12|0|0
12|EN|0|dig|s||9|3|0
12|EN|0|diligent|||12|0|0
12|EN|0|discard|s||5|7|0
12|EN|0|disgust|||12|0|0
12|EN|0|disparagement|||12|0|0
12|EN|0|dissatisfaction|||12|0|0
12|EN|0|district|s||8|4|0
12|EN|0|disturb|||12|0|0
12|EN|0|divisively|||12|0|0
12|EN|0|drooling|||12|0|0
12|EN|0|educated|||12|0|0
12|EN|0|exclaim|s||11|1|0
12|EN|0|expelled|||12|0|0
12|EN|0|familiarized|||12|0|0
12|EN|0|fathom|s||10|2|0
12|EN|0|ferreted|||12|0|0
12|EN|0|flowed|||12|0|0
12|EN|0|folding|||12|0|0
12|EN|0|fortuitous|||12|0|0
12|EN|0|fresh|||12|0|0
12|EN|0|freshwater|||12|0|0
12|2E|0|gatehouse|||12|0|0
12|EN|0|gentle|||12|0|0
12|EN|0|gently|||12|0|0
12|EN|0|gossip|||12|0|0
12|EN|0|guarantee|||12|0|0
12|EN|0|guild|s||10|2|0
12|EN|0|guiltless|||12|0|0
12|EN|0|habituation|||12|0|0
12|EN|0|hammered|||12|0|0
12|EN|0|handsome|||12|0|0
12|EN|0|harassed|||12|0|0
12|EN|0|heedlessly|||12|0|0
12|EN|0|humiliated|||12|0|0
12|EN|0|hyena|s||5|7|0
12|EN|0|incite|s||2|10|0
12|EN|0|income|||12|0|0
12|EN|0|instigate|s||0|12|0
12|PI|0|kasi|s||11|1|0
12|PI|1|kondañña|||12|0|0
12|EN|0|latent|||12|0|0
12|EN|0|laughing|||12|0|0
12|EN|0|lean|s||5|7|0
12|EN|0|legitimate|||12|0|0
12|EN|0|lip|s||6|6|0
12|EN|0|lump|s||11|1|0
12|EN|0|luxuriously|||12|0|0
12|EN|0|malevolent|||12|0|0
12|EN|0|member|s||1|11|0
12|EN|0|misery|||12|0|0
12|EN|0|move|s||11|1|0
12|EN|0|naked|||12|0|0
12|PI|1|nerañjarā|||12|0|0
12|EN|0|numerous|||12|0|0
12|EN|0|obsess|||12|0|0
12|EN|0|obsesses|||12|0|0
12|EN|0|overeating|||12|0|0
12|EN|0|passionate|||12|0|0
12|EN|0|perishes|||12|0|0
12|EN|0|permutation|s||2|10|0
12|EN|0|perpetually|||12|0|0
12|EN|0|pertaining|||12|0|0
12|EN|0|picking|||12|0|0
12|EN|0|picture|s||5|7|0
12|EN|0|played|||12|0|0
12|EN|0|plunge|s||11|1|0
12|EN|0|pressing|||12|0|0
12|EN|0|prior|||12|0|0
12|EN|0|purge|s||0|12|0
12|EN|0|raining|||12|0|0
12|EN|0|reclusive|||12|0|0
12|EN|0|refer|s||4|8|0
12|EN|0|refresh|||12|0|0
12|EN|0|rejected|||12|0|0
12|EN|0|relentlessly|||12|0|0
12|EN|0|revealing|||12|0|0
12|EN|0|ripening|||12|0|0
12|EN|0|rot|||12|0|0
12|PI|1|sarakāni|||12|0|0
12|EN|0|saucerful|s||5|7|0
12|EN|0|scorn|||12|0|0
12|EN|0|scratch|||12|0|0
12|EN|0|seasonable|||12|0|0
12|EN|0|shoal|s||0|12|0
12|EN|0|shower|s||4|8|0
12|EN|0|smitten|||12|0|0
12|EN|0|sole|s||1|11|0
12|EN|0|solely|||12|0|0
12|EN|0|soothing|||12|0|0
12|EN|0|spike|s||7|5|0
12|EN|0|spine|||12|0|0
12|EN|0|splendor|s||10|2|0
12|EN|0|staff|s||10|2|0
12|EN|0|supposed|||12|0|0
12|EN|0|surmounting|||12|0|0
12|EN|0|survival|||12|0|0
12|EN|0|sweep|s||5|7|0
12|EN|0|swimming|||12|0|0
12|EN|0|talked|||12|0|0
12|EN|0|tame|s||11|1|0
12|PI|1|tapodā|||12|0|0
12|EN|0|theft|||12|0|0
12|EN|0|thousandth|||12|0|0
12|EN|0|tom|s||6|6|0
12|EN|0|trapped|||12|0|0
12|EN|0|treasuring|||12|0|0
12|EN|0|treatment|s||8|4|0
12|EN|0|turbid|||12|0|0
12|EN|0|unappealing|||12|0|0
12|EN|0|unconnected|||12|0|0
12|EN|0|undesirable|||12|0|0
12|EN|0|unfaulted|||12|0|0
12|EN|0|unfettered|||12|0|0
12|EN|0|unknowing|||12|0|0
12|EN|0|unknown|||12|0|0
12|EN|0|unruffled|||12|0|0
12|EN|0|unseen|||12|0|0
12|EN|0|unsympathetic|||12|0|0
12|PI|1|upavāṇa|||12|0|0
12|PI|0|uruvelakappa|||12|0|0
12|PI|0|vedehiputta|||12|0|0
12|EN|0|wane|s||9|3|0
12|EN|0|weaker|||12|0|0
12|EN|0|welling|||12|0|0
12|EN|0|wheat|||12|0|0
12|EN|0|wick|||12|0|0
12|EN|0|wine|||12|0|0
12|EN|0|winning|||12|0|0
12|EN|0|wishing|||12|0|0
12|EN|0|witted|||12|0|0
12|EN|0|wrap|s||10|2|0
12|EN|0|yoked|||12|0|0
12|EN|0|youngster|s||8|4|0
11|EN|0|adjusting|||11|0|0
11|EN|0|advice|||11|0|0
11|EN|0|aiming|||11|0|0
11|EN|0|aloof|||11|0|0
11|PI|1|aṅga|s||4|7|0
11|EN|0|annoyed|||11|0|0
11|EN|0|appointed|||11|0|0
11|EN|0|arrayed|||11|0|0
11|EN|0|arrogant|||11|0|0
11|EN|0|asset|||11|0|0
11|EN|0|assistant|s||8|3|0
11|EN|0|attenuation|||11|0|0
11|EN|0|awe|||11|0|0
11|EN|0|axle|||11|0|0
11|EN|0|beautifying|||11|0|0
11|EN|0|blown|||11|0|0
11|EN|0|brim|||11|0|0
11|EN|0|brittle|||11|0|0
11|EN|0|brown|||11|0|0
11|EN|0|busy|||11|0|0
11|EN|0|calculating|||11|0|0
11|EN|0|canopy|||11|0|0
11|EN|0|catching|||11|0|0
11|EN|0|cemetery|||11|0|0
11|EN|0|chew|s||10|1|0
11|EN|0|clod|s||3|8|0
11|EN|0|concentrating|||11|0|0
11|EN|0|constricted|||11|0|0
11|EN|0|construction|||11|0|0
11|EN|0|cordially|||11|0|0
11|EN|0|corn|||11|0|0
11|EN|0|court|||11|0|0
11|EN|0|criticizing|||11|0|0
11|EN|0|crossing|||11|0|0
11|EN|0|crush|||11|0|0
11|EN|0|dangerous|||11|0|0
11|EN|0|deceive|s||9|2|0
11|EN|0|deceptive|||11|0|0
11|EN|0|defective|||11|0|0
11|EN|0|demolish|||11|0|0
11|EN|0|despised|||11|0|0
11|EN|0|disparaging|||11|0|0
11|EN|0|drawing|||11|0|0
11|EN|0|dwarf|||11|0|0
11|EN|0|earned|||11|0|0
11|EN|0|edge|s||10|1|0
11|EN|0|elsewhere|||11|0|0
11|EN|0|enjoyed|||11|0|0
11|EN|0|fed|||11|0|0
11|EN|0|fined|||11|0|0
11|EN|0|flourish|||11|0|0
11|EN|0|fluid|||11|0|0
11|EN|0|fraud|s||9|2|0
11|EN|0|frightened|||11|0|0
11|EN|0|fro|||11|0|0
11|EN|0|generated|||11|0|0
11|PI|1|girimānanda||'s|10|0|1
11|PI|0|gotamaka|s||10|1|0
11|EN|0|handled|||11|0|0
11|EN|0|hearted|||11|0|0
11|EN|0|height|||11|0|0
11|PI|0|hemavata|||11|0|0
11|EN|0|hollow|s||9|2|0
11|EN|0|horrified|||11|0|0
11|EN|0|hue|||11|0|0
11|EN|0|inference|||11|0|0
11|EN|0|inhabiting|||11|0|0
11|EN|0|instant|||11|0|0
11|EN|0|interval|s||8|3|0
11|EN|0|involving|||11|0|0
11|EN|0|itch|||11|0|0
11|PI|1|kālī|||11|0|0
11|PI|1|khemā|||11|0|0
11|EN|0|kin|||11|0|0
11|EN|0|kingdom|s||9|2|0
11|PI|1|kokālika||'s|10|0|1
11|EN|0|leather|||11|0|0
11|EN|0|medical|||11|0|0
11|EN|0|misdeed|||11|0|0
11|EN|0|mostly|||11|0|0
11|EN|0|murdered|||11|0|0
11|EN|0|muscle|s||5|6|0
11|EN|0|narrative|s||0|11|0
11|EN|0|naturally|||11|0|0
11|EN|0|needing|||11|0|0
11|EN|0|oblivious|||11|0|0
11|EN|0|outstanding|||11|0|0
11|EN|0|outwardly|||11|0|0
11|PI|1|paviṭṭha|||11|0|0
11|EN|0|peacock|s||5|6|0
11|EN|0|performance|||11|0|0
11|EN|0|pervaded|||11|0|0
11|PI|0|pessa|||11|0|0
11|EN|0|phrase|s||0|11|0
11|EN|0|porch|||11|0|0
11|EN|0|potter|s|'s|5|2|4
11|EN|0|pouring|||11|0|0
11|EN|0|pray|||11|0|0
11|EN|0|proclaimer|||11|0|0
11|EN|0|propagation|||11|0|0
11|EN|0|prose|||11|0|0
11|EN|0|rare|||11|0|0
11|EN|0|read|s||6|5|0
11|EN|0|rebuked|||11|0|0
11|EN|0|recollected|||11|0|0
11|EN|0|refuting|||11|0|0
11|EN|0|relate|s||2|9|0
11|EN|0|renounce|s||7|4|0
11|EN|0|repay|s||6|5|0
11|EN|0|replete|||11|0|0
11|EN|0|reported|||11|0|0
11|EN|0|reptile|s||0|11|0
11|EN|0|responsibilities|||11|0|0
11|EN|0|restraining|||11|0|0
11|EN|0|ridge|s||9|2|0
11|EN|0|rude|||11|0|0
11|EN|0|runaway|||11|0|0
11|EN|0|safeguarding|||11|0|0
11|EN|0|sandal|s||0|11|0
11|PI|1|saṅgāmaji||'s|10|0|1
11|EN|0|savage|||11|0|0
11|EN|0|scorched|||11|0|0
11|EN|0|scrutiny|||11|0|0
11|EN|0|send|s||10|1|0
11|EN|0|seniority|||11|0|0
11|EN|0|sickly|||11|0|0
11|EN|0|simultaneously|||11|0|0
11|EN|0|sire|||11|0|0
11|EN|0|sixteen|||11|0|0
11|EN|0|slaughter|s||9|2|0
11|EN|0|slay|||11|0|0
11|EN|0|slaying|||11|0|0
11|EN|0|slip|||11|0|0
11|EN|0|slowly|||11|0|0
11|EN|0|soldier|s||3|8|0
11|EN|0|song|s||1|10|0
11|EN|0|stab|||11|0|0
11|EN|0|steadies|||11|0|0
11|EN|0|steadying|||11|0|0
11|EN|0|stories|||11|0|0
11|EN|0|sunk|||11|0|0
11|PI|0|suppabuddha|||11|0|0
11|PI|0|suppiya|||11|0|0
11|EN|0|sweet|||11|0|0
11|EN|0|tall|||11|0|0
11|EN|0|tangle||'s|9|0|2
11|EN|0|tendency|||11|0|0
11|EN|0|thicket|s||8|3|0
11|EN|0|tiny|||11|0|0
11|EN|0|tumult|||11|0|0
11|EN|0|tuned|||11|0|0
11|EN|0|twice|||11|0|0
11|PI|0|udena||'s|9|0|2
11|EN|0|unalloyed|||11|0|0
11|EN|0|unconfused|||11|0|0
11|EN|0|uncontrolled|||11|0|0
11|EN|0|undeclared|||11|0|0
11|EN|0|unendearing|||11|0|0
11|EN|0|unifies|||11|0|0
11|EN|0|union|||11|0|0
11|EN|0|unwelcome|||11|0|0
11|PI|1|vaṅgīsa||'s|10|0|1
11|2E|0|verbalizations|||11|0|0
11|EN|0|wakeful|||11|0|0
11|EN|0|wash|||11|0|0
11|EN|0|whomever|||11|0|0
11|EN|0|wished|||11|0|0
11|EN|0|worshipping|||11|0|0
10|EN|0|aid|||10|0|0
10|EN|0|aimed|||10|0|0
10|EN|0|alkaline|||10|0|0
10|EN|0|altogether|||10|0|0
10|EN|0|ambition|s||9|1|0
10|2E|0|annihilationist|s||1|9|0
10|EN|0|argument|s||2|8|0
10|PI|0|asibandhakaputta|||10|0|0
10|EN|0|assault|||10|0|0
10|2E|0|asterism|s||2|8|0
10|EN|0|ax|||10|0|0
10|EN|0|badly|||10|0|0
10|EN|0|bar|s||9|1|0
10|EN|0|biases|||10|0|0
10|EN|0|bite|s||9|1|0
10|EN|0|blossom|s||3|7|0
10|EN|0|bought|||10|0|0
10|EN|0|branch|||10|0|0
10|EN|0|buried|||10|0|0
10|EN|0|buying|||10|0|0
10|EN|0|cane|s||5|5|0
10|EN|0|cartwright|s||7|3|0
10|PI|1|cātumā|||10|0|0
10|EN|0|cementing|||10|0|0
10|EN|0|chanted|||10|0|0
10|EN|0|chasm|||10|0|0
10|EN|0|circumstance|s||3|7|0
10|EN|0|classed|||10|0|0
10|EN|0|climb|s||9|1|0
10|EN|0|closed|||10|0|0
10|EN|0|combination|s||9|1|0
10|EN|0|compare|s||9|1|0
10|EN|0|conceited|||10|0|0
10|EN|0|confiscation|||10|0|0
10|EN|0|consonance|||10|0|0
10|EN|0|consort|s||9|1|0
10|EN|0|converse|s||8|2|0
10|EN|0|coral|||10|0|0
10|EN|0|countless|||10|0|0
10|EN|0|covering|||10|0|0
10|EN|0|craftsmen|||10|0|0
10|EN|0|curd|s||0|10|0
10|EN|0|debating|||10|0|0
10|EN|0|deceiver|s||9|1|0
10|EN|0|declaration|||10|0|0
10|EN|0|defeat|||10|0|0
10|EN|0|degradation|||10|0|0
10|EN|0|delicate|||10|0|0
10|EN|0|delivery|||10|0|0
10|EN|0|despise|s||7|3|0
10|EN|0|discordant|||10|0|0
10|EN|0|discussing|||10|0|0
10|EN|0|distraction|||10|0|0
10|EN|0|distressed|||10|0|0
10|EN|0|distribution|||10|0|0
10|EN|0|dove|||10|0|0
10|2E|0|dreadlock|s||6|4|0
10|EN|0|dwelt|||10|0|0
10|EN|0|earring|s||5|5|0
10|EN|0|elderly|||10|0|0
10|2E|0|elucidator|||10|0|0
10|EN|0|embrace|s||7|3|0
10|EN|0|embroidered|||10|0|0
10|EN|0|enterprise|||10|0|0
10|EN|0|excitement|||10|0|0
10|EN|0|existent|s||5|5|0
10|EN|0|extensive|||10|0|0
10|EN|0|faceted|||10|0|0
10|EN|0|famine|||10|0|0
10|EN|0|farming|||10|0|0
10|EN|0|fatigue|||10|0|0
10|EN|0|festering|||10|0|0
10|EN|0|flare|||10|0|0
10|EN|0|flight|s||2|8|0
10|EN|0|flying|||10|0|0
10|EN|0|foe|s||6|4|0
10|EN|0|fostered|||10|0|0
10|EN|0|founder|s||6|4|0
10|EN|0|fruitless|||10|0|0
10|EN|0|fund|||10|0|0
10|EN|0|furniture|||10|0|0
10|PI|0|godha|||10|0|0
10|EN|0|gorge|||10|0|0
10|EN|0|grimy|||10|0|0
10|EN|0|guardsman||'s|9|0|1
10|EN|0|happily|||10|0|0
10|EN|0|hurl|||10|0|0
10|EN|0|i'd|||10|0|0
10|EN|0|imprisoned|||10|0|0
10|EN|0|improperly|||10|0|0
10|EN|0|inattentively|||10|0|0
10|EN|0|included|||10|0|0
10|EN|0|indignant|||10|0|0
10|EN|0|informed|||10|0|0
10|EN|0|instrumental|||10|0|0
10|EN|0|intimacy|||10|0|0
10|EN|0|ivory|||10|0|0
10|EN|0|jail|||10|0|0
10|PI|0|kappa||'s|9|0|1
10|EN|0|laughter|||10|0|0
10|EN|0|length|s||7|3|0
10|EN|0|liar|s||7|3|0
10|EN|0|lift|||10|0|0
10|EN|0|loan|s||8|2|0
10|EN|0|luck|||10|0|0
10|PI|1|macchikāsaṇḍa|||10|0|0
10|EN|0|magnanimous|||10|0|0
10|PI|1|mantāṇiputta|||10|0|0
10|EN|0|mantra|s||0|10|0
10|EN|0|market|||10|0|0
10|EN|0|masterful|||10|0|0
10|EN|0|matted|||10|0|0
10|EN|0|mentor|||10|0|0
10|EN|0|misrepresenting|||10|0|0
10|EN|0|misshapen|||10|0|0
10|EN|0|mistake|s||6|4|0
10|EN|0|mortality|||10|0|0
10|PI|0|musila|||10|0|0
10|EN|0|mustard|||10|0|0
10|PI|1|nārada|s||9|1|0
10|EN|0|needed|||10|0|0
10|EN|0|neglected|||10|0|0
10|EN|0|nes|s||0|10|0
10|EN|0|noticed|||10|0|0
10|EN|0|obviously|||10|0|0
10|EN|0|occupied|||10|0|0
10|EN|0|opened|||10|0|0
10|EN|0|outward|s||9|1|0
10|EN|0|penetrative|||10|0|0
10|EN|0|perplexed|||10|0|0
10|EN|0|phrasing|||10|0|0
10|PI|1|piṅgiya||'s|9|0|1
10|EN|0|pleasurable|||10|0|0
10|EN|0|plowed|||10|0|0
10|EN|0|plowing|||10|0|0
10|EN|0|possessive|||10|0|0
10|EN|0|potential|||10|0|0
10|EN|0|priority|||10|0|0
10|EN|0|promote|s||1|9|0
10|EN|0|proponent|s||1|9|0
10|EN|0|prosperity|||10|0|0
10|PI|1|pukkusāti|||10|0|0
10|EN|0|pulling|||10|0|0
